Total_Record_length,Weather_Station_USAF ,Year,Month,Day,Date,time.H,Obs Type,Latitude,Longitude,SYNOP Type,Elevation(m),Call Letter Identifier,Wind (Angular Degrees),Wind (QC),Wind TC,Wind Speed (m/s),Wind Speed (QC),Air Temp (Cel),Air Temp (QC),Dew Point (Cel),Dew Point (QC),Precip Time (H),Precip Depth (mm),Precip (CC),Precip (QC)
39,12330,2018,1,26,26/1/2018,20,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-75,1,-103,1,,,,
39,12330,2018,1,26,26/1/2018,19,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-76,1,-103,1,,,,
39,12330,2018,1,26,26/1/2018,23,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-83,1,-107,1,,,,
39,12330,2018,1,26,26/1/2018,11,4,62083,9117,FM-12,638,V020,40,1,N,10,1,-65,1,-92,1,,,,
39,12330,2018,1,26,26/1/2018,2,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-27,1,-50,1,,,,
39,12330,2018,1,26,26/1/2018,5,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-34,1,-50,1,,,,
39,12330,2018,1,26,26/1/2018,1,4,62083,9117,FM-12,638,V020,140,1,N,10,1,-33,1,-59,1,,,,
39,12330,2018,1,26,26/1/2018,9,4,62083,9117,FM-12,638,V020,140,1,N,10,1,-65,1,-92,1,,,,
39,12330,2018,1,26,26/1/2018,14,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-44,1,-92,1,,,,
39,12330,2018,1,26,26/1/2018,21,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-85,1,-113,1,,,,
39,12330,2018,1,26,26/1/2018,3,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-38,1,-54,1,,,,
39,12330,2018,1,26,26/1/2018,13,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-44,1,-90,1,,,,
39,12330,2018,1,26,26/1/2018,7,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-54,1,-70,1,,,,
39,12330,2018,1,26,26/1/2018,10,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-55,1,-79,1,,,,
39,12330,2018,1,26,26/1/2018,15,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-59,1,-100,1,,,,
39,12330,2018,1,26,26/1/2018,22,4,62083,9117,FM-12,638,V020,270,1,N,10,1,-95,1,-117,1,,,,
39,12330,2018,1,26,26/1/2018,8,4,62083,9117,FM-12,638,V020,310,1,N,10,1,-55,1,-78,1,,,,
39,12330,2018,1,26,26/1/2018,17,4,62083,9117,FM-12,638,V020,320,1,N,10,1,-65,1,-98,1,,,,
39,12330,2018,1,26,26/1/2018,4,4,62083,9117,FM-12,638,V020,350,1,N,10,1,-34,1,-49,1,,,,
119,12330,2018,1,27,27/1/2018,6,4,62083,9117,FM-12,638,V020,30,1,N,10,1,-109,1,-128,1,12,0,9,1
83,12330,2018,1,27,27/1/2018,0,4,62083,9117,FM-12,638,V020,340,1,N,10,1,-88,1,-112,1,6,0,9,1
83,12330,2018,1,27,27/1/2018,12,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-106,1,-142,1,6,0,9,1
102,12330,2018,1,27,27/1/2018,18,4,62083,9117,FM-12,638,V020,160,1,N,80,1,-61,1,-102,1,12,0,9,1
39,12330,2018,1,27,27/1/2018,8,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-126,1,-144,1,,,,
39,12330,2018,1,27,27/1/2018,9,4,62083,9117,FM-12,638,V020,60,1,N,10,1,-127,1,-144,1,,,,
39,12330,2018,1,27,27/1/2018,4,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-103,1,-122,1,,,,
39,12330,2018,1,27,27/1/2018,7,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-116,1,-134,1,,,,
39,12330,2018,1,27,27/1/2018,15,4,62083,9117,FM-12,638,V020,90,1,N,10,1,-128,1,-150,1,,,,
39,12330,2018,1,27,27/1/2018,2,4,62083,9117,FM-12,638,V020,120,1,N,10,1,-101,1,-127,1,,,,
39,12330,2018,1,27,27/1/2018,13,4,62083,9117,FM-12,638,V020,120,1,N,10,1,-118,1,-140,1,,,,
39,12330,2018,1,27,27/1/2018,20,4,62083,9117,FM-12,638,V020,120,1,N,40,1,-67,1,-86,1,,,,
39,12330,2018,1,27,27/1/2018,21,4,62083,9117,FM-12,638,V020,130,1,N,70,1,-68,1,-85,1,,,,
39,12330,2018,1,27,27/1/2018,19,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-67,1,-94,1,,,,
39,12330,2018,1,27,27/1/2018,23,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-63,1,-86,1,,,,
39,12330,2018,1,27,27/1/2018,22,4,62083,9117,FM-12,638,V020,150,1,N,90,1,-65,1,-85,1,,,,
39,12330,2018,1,27,27/1/2018,10,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-108,1,-127,1,,,,
39,12330,2018,1,27,27/1/2018,11,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-109,1,-135,1,,,,
39,12330,2018,1,27,27/1/2018,14,4,62083,9117,FM-12,638,V020,200,1,N,10,1,-135,1,-157,1,,,,
39,12330,2018,1,27,27/1/2018,16,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-111,1,-134,1,,,,
39,12330,2018,1,27,27/1/2018,17,4,62083,9117,FM-12,638,V020,250,1,N,20,1,-80,1,-110,1,,,,
39,12330,2018,1,27,27/1/2018,3,4,62083,9117,FM-12,638,V020,310,1,N,10,1,-100,1,-121,1,,,,
39,12330,2018,1,27,27/1/2018,5,4,62083,9117,FM-12,638,V020,340,1,N,10,1,-111,1,-130,1,,,,
39,12330,2018,1,27,27/1/2018,1,4,62083,9117,FM-12,638,V020,360,1,N,10,1,-89,1,-116,1,,,,
119,12330,2018,1,28,28/1/2018,6,4,62083,9117,FM-12,638,V020,160,1,N,30,1,-43,1,-63,1,12,8,3,1
102,12330,2018,1,28,28/1/2018,18,4,62083,9117,FM-12,638,V020,110,1,N,10,1,-47,1,-57,1,12,10,3,1
83,12330,2018,1,28,28/1/2018,0,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-60,1,-86,1,6,6,3,1
83,12330,2018,1,28,28/1/2018,12,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-33,1,-48,1,6,8,3,1
39,12330,2018,1,28,28/1/2018,14,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-29,1,-50,1,,,,
39,12330,2018,1,28,28/1/2018,20,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-49,1,-59,1,,,,
39,12330,2018,1,28,28/1/2018,21,4,62083,9117,FM-12,638,V020,70,1,N,10,1,-56,1,-64,1,,,,
39,12330,2018,1,28,28/1/2018,3,4,62083,9117,FM-12,638,V020,80,1,N,20,1,-48,1,-80,1,,,,
39,12330,2018,1,28,28/1/2018,4,4,62083,9117,FM-12,638,V020,120,1,N,50,1,-45,1,-72,1,,,,
39,12330,2018,1,28,28/1/2018,2,4,62083,9117,FM-12,638,V020,130,1,N,50,1,-51,1,-83,1,,,,
39,12330,2018,1,28,28/1/2018,5,4,62083,9117,FM-12,638,V020,150,1,N,30,1,-45,1,-68,1,,,,
39,12330,2018,1,28,28/1/2018,1,4,62083,9117,FM-12,638,V020,160,1,N,60,1,-54,1,-84,1,,,,
39,12330,2018,1,28,28/1/2018,15,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-32,1,-53,1,,,,
39,12330,2018,1,28,28/1/2018,17,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-41,1,-52,1,,,,
39,12330,2018,1,28,28/1/2018,7,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-41,1,-59,1,,,,
39,12330,2018,1,28,28/1/2018,19,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-47,1,-57,1,,,,
39,12330,2018,1,28,28/1/2018,16,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-42,1,-54,1,,,,
39,12330,2018,1,28,28/1/2018,8,4,62083,9117,FM-12,638,V020,200,1,N,30,1,-37,1,-57,1,,,,
39,12330,2018,1,28,28/1/2018,9,4,62083,9117,FM-12,638,V020,210,1,N,20,1,-40,1,-54,1,,,,
39,12330,2018,1,28,28/1/2018,10,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-35,1,-49,1,,,,
39,12330,2018,1,28,28/1/2018,11,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-35,1,-49,1,,,,
39,12330,2018,1,28,28/1/2018,13,4,62083,9117,FM-12,638,V020,260,1,N,20,1,-33,1,-49,1,,,,
39,12330,2018,1,28,28/1/2018,23,4,62083,9117,FM-12,638,V020,280,1,N,10,1,-61,1,-69,1,,,,
39,12330,2018,1,28,28/1/2018,22,4,62083,9117,FM-12,638,V020,290,1,N,10,1,-56,1,-64,1,,,,
119,12330,2018,1,29,29/1/2018,6,4,62083,9117,FM-12,638,V020,150,1,N,10,1,-69,1,-79,1,24,18,3,1
83,12330,2018,1,29,29/1/2018,12,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-42,1,-53,1,6,0,9,1
83,12330,2018,1,29,29/1/2018,0,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-64,1,-72,1,6,4,3,1
102,12330,2018,1,29,29/1/2018,18,4,62083,9117,FM-12,638,V020,310,1,N,10,1,-80,1,-91,1,12,2,3,1
39,12330,2018,1,29,29/1/2018,9,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-65,1,-75,1,,,,
39,12330,2018,1,29,29/1/2018,2,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-71,1,-79,1,,,,
39,12330,2018,1,29,29/1/2018,19,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-75,1,-86,1,,,,
39,12330,2018,1,29,29/1/2018,20,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-79,1,-91,1,,,,
39,12330,2018,1,29,29/1/2018,23,4,62083,9117,FM-12,638,V020,999,9,C,9999,9,-81,1,-92,1,,,,
39,12330,2018,1,29,29/1/2018,22,4,62083,9117,FM-12,638,V020,10,1,N,10,1,-79,1,-90,1,,,,
39,12330,2018,1,29,29/1/2018,3,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-72,1,-82,1,,,,
39,12330,2018,1,29,29/1/2018,4,4,62083,9117,FM-12,638,V020,100,1,N,10,1,-73,1,-83,1,,,,
39,12330,2018,1,29,29/1/2018,21,4,62083,9117,FM-12,638,V020,100,1,N,10,1,-79,1,-90,1,,,,
39,12330,2018,1,29,29/1/2018,7,4,62083,9117,FM-12,638,V020,170,1,N,10,1,-68,1,-78,1,,,,
39,12330,2018,1,29,29/1/2018,1,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-71,1,-81,1,,,,
39,12330,2018,1,29,29/1/2018,11,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-62,1,-73,1,,,,
39,12330,2018,1,29,29/1/2018,8,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-65,1,-75,1,,,,
39,12330,2018,1,29,29/1/2018,13,4,62083,9117,FM-12,638,V020,200,1,N,10,1,-63,1,-76,1,,,,
39,12330,2018,1,29,29/1/2018,10,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-60,1,-70,1,,,,
39,12330,2018,1,29,29/1/2018,15,4,62083,9117,FM-12,638,V020,220,1,N,10,1,-67,1,-78,1,,,,
39,12330,2018,1,29,29/1/2018,5,4,62083,9117,FM-12,638,V020,230,1,N,10,1,-70,1,-80,1,,,,
39,12330,2018,1,29,29/1/2018,14,4,62083,9117,FM-12,638,V020,250,1,N,10,1,-63,1,-74,1,,,,
39,12330,2018,1,29,29/1/2018,16,4,62083,9117,FM-12,638,V020,360,1,N,10,1,-75,1,-86,1,,,,
39,12330,2018,1,29,29/1/2018,17,4,62083,9117,FM-12,638,V020,360,1,N,10,1,-77,1,-88,1,,,,
119,12330,2018,1,30,30/1/2018,6,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-101,1,-112,1,24,6,3,1
83,12330,2018,1,30,30/1/2018,12,4,62083,9117,FM-12,638,V020,120,1,N,10,1,-106,1,-123,1,6,0,9,1
83,12330,2018,1,30,30/1/2018,0,4,62083,9117,FM-12,638,V020,110,1,N,10,1,-87,1,-99,1,6,4,3,1
102,12330,2018,1,30,30/1/2018,18,4,62083,9117,FM-12,638,V020,180,1,N,20,1,-89,1,-101,1,12,0,9,1
39,12330,2018,1,30,30/1/2018,17,4,62083,9117,FM-12,638,V020,50,1,N,10,1,-89,1,-101,1,,,,
39,12330,2018,1,30,30/1/2018,22,4,62083,9117,FM-12,638,V020,80,1,N,10,1,-71,1,-82,1,,,,
39,12330,2018,1,30,30/1/2018,16,4,62083,9117,FM-12,638,V020,90,1,N,10,1,-101,1,-114,1,,,,
39,12330,2018,1,30,30/1/2018,14,4,62083,9117,FM-12,638,V020,100,1,N,10,1,-75,1,-91,1,,,,
39,12330,2018,1,30,30/1/2018,1,4,62083,9117,FM-12,638,V020,100,1,N,10,1,-88,1,-99,1,,,,
39,12330,2018,1,30,30/1/2018,7,4,62083,9117,FM-12,638,V020,100,1,N,10,1,-100,1,-111,1,,,,
39,12330,2018,1,30,30/1/2018,20,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-78,1,-90,1,,,,
39,12330,2018,1,30,30/1/2018,5,4,62083,9117,FM-12,638,V020,160,1,N,10,1,-92,1,-103,1,,,,
39,12330,2018,1,30,30/1/2018,21,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-76,1,-87,1,,,,
39,12330,2018,1,30,30/1/2018,15,4,62083,9117,FM-12,638,V020,180,1,N,10,1,-95,1,-109,1,,,,
39,12330,2018,1,30,30/1/2018,9,4,62083,9117,FM-12,638,V020,200,1,N,20,1,-115,1,-128,1,,,,
39,12330,2018,1,30,30/1/2018,19,4,62083,9117,FM-12,638,V020,210,1,N,10,1,-83,1,-94,1,,,,
39,12330,2018,1,30,30/1/2018,11,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-100,1,-116,1,,,,
39,12330,2018,1,30,30/1/2018,8,4,62083,9117,FM-12,638,V020,240,1,N,10,1,-111,1,-123,1,,,,
39,12330,2018,1,30,30/1/2018,13,4,62083,9117,FM-12,638,V020,250,1,N,20,1,-99,1,-115,1,,,,
39,12330,2018,1,30,30/1/2018,4,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-93,1,-105,1,,,,
39,12330,2018,1,30,30/1/2018,3,4,62083,9117,FM-12,638,V020,260,1,N,10,1,-95,1,-107,1,,,,
39,12330,2018,1,30,30/1/2018,23,4,62083,9117,FM-12,638,V020,270,1,N,10,1,-59,1,-71,1,,,,
39,12330,2018,1,30,30/1/2018,2,4,62083,9117,FM-12,638,V020,310,1,N,10,1,-87,1,-98,1,,,,
39,12330,2018,1,30,30/1/2018,10,4,62083,9117,FM-12,638,V020,340,1,N,10,1,-95,1,-104,1,,,,
119,12330,2018,1,31,31/1/2018,6,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-24,1,-50,1,12,3,3,1
102,12330,2018,1,31,31/1/2018,18,4,62083,9117,FM-12,638,V020,140,1,N,80,1,-21,1,-36,1,12,3,3,1
83,12330,2018,1,31,31/1/2018,12,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-16,1,-37,1,6,2,3,1
83,12330,2018,1,31,31/1/2018,0,4,62083,9117,FM-12,638,V020,150,1,N,40,1,-43,1,-55,1,6,3,3,1
39,12330,2018,1,31,31/1/2018,17,4,62083,9117,FM-12,638,V020,140,1,N,50,1,-21,1,-34,1,,,,
39,12330,2018,1,31,31/1/2018,20,4,62083,9117,FM-12,638,V020,140,1,N,50,1,-25,1,-39,1,,,,
39,12330,2018,1,31,31/1/2018,14,4,62083,9117,FM-12,638,V020,140,1,N,60,1,-14,1,-41,1,,,,
39,12330,2018,1,31,31/1/2018,8,4,62083,9117,FM-12,638,V020,140,1,N,60,1,-22,1,-50,1,,,,
39,12330,2018,1,31,31/1/2018,4,4,62083,9117,FM-12,638,V020,140,1,N,70,1,-27,1,-53,1,,,,
39,12330,2018,1,31,31/1/2018,15,4,62083,9117,FM-12,638,V020,140,1,N,80,1,-16,1,-35,1,,,,
39,12330,2018,1,31,31/1/2018,23,4,62083,9117,FM-12,638,V020,150,1,N,40,1,-27,1,-38,1,,,,
39,12330,2018,1,31,31/1/2018,1,4,62083,9117,FM-12,638,V020,150,1,N,40,1,-39,1,-58,1,,,,
39,12330,2018,1,31,31/1/2018,3,4,62083,9117,FM-12,638,V020,150,1,N,50,1,-35,1,-57,1,,,,
39,12330,2018,1,31,31/1/2018,16,4,62083,9117,FM-12,638,V020,150,1,N,60,1,-19,1,-36,1,,,,
39,12330,2018,1,31,31/1/2018,9,4,62083,9117,FM-12,638,V020,150,1,N,60,1,-27,1,-43,1,,,,
39,12330,2018,1,31,31/1/2018,7,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-24,1,-49,1,,,,
39,12330,2018,1,31,31/1/2018,10,4,62083,9117,FM-12,638,V020,150,1,N,70,1,-25,1,-39,1,,,,
39,12330,2018,1,31,31/1/2018,11,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-18,1,-36,1,,,,
39,12330,2018,1,31,31/1/2018,19,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-24,1,-37,1,,,,
39,12330,2018,1,31,31/1/2018,5,4,62083,9117,FM-12,638,V020,150,1,N,80,1,-27,1,-52,1,,,,
39,12330,2018,1,31,31/1/2018,13,4,62083,9117,FM-12,638,V020,150,1,N,90,1,-16,1,-38,1,,,,
39,12330,2018,1,31,31/1/2018,2,4,62083,9117,FM-12,638,V020,160,1,N,20,1,-41,1,-59,1,,,,
39,12330,2018,1,31,31/1/2018,22,4,62083,9117,FM-12,638,V020,170,1,N,20,1,-27,1,-38,1,,,,
39,12330,2018,1,31,31/1/2018,21,4,62083,9117,FM-12,638,V020,180,1,N,30,1,-28,1,-40,1,,,,
